Cod_mun,Código do Item Geográfico,Município,Ordem Geográfica,Ano,Totobit,ObitN,ObitP,População
261170,2611705,Riacho das Almas,135,2001,15,9,6,18176
261180,2611804,Ribeirão,136,2001,29,15,14,41414
261190,2611903,Rio Formoso,137,2001,18,7,10,20978
261200,2612000,Sairé,138,2001,8,7,1,13435
261210,2612109,Salgadinho,139,2001,3,2,1,7288
261220,2612208,Salgueiro,140,2001,46,31,15,52085
261230,2612307,Saloá,141,2001,11,2,9,15021
261240,2612406,Sanharó,142,2001,10,4,6,15985
261245,2612455,Santa Cruz,143,2001,15,3,12,11387
261247,2612471,Santa Cruz da Baixa Verde,144,2001,6,4,2,10727
261250,2612505,Santa Cruz do Capibaribe,145,2001,37,20,17,61556
261255,2612554,Santa Filomena,146,2001,8,5,3,12365
261260,2612604,Santa Maria da Boa Vista,147,2001,18,9,9,37904
261270,2612703,Santa Maria do Cambucá,148,2001,1,1,,11783
261280,2612802,Santa Terezinha,149,2001,5,2,3,10291
261290,2612901,São Benedito do Sul,150,2001,7,2,5,10554
261300,2613008,São Bento do Una,151,2001,35,18,17,45724
261310,2613107,São Caitano,152,2001,22,8,14,33875
261320,2613206,São João,153,2001,13,8,5,19840
261330,2613305,São Joaquim do Monte,154,2001,14,3,11,20221
261340,2613404,São José da Coroa Grande,155,2001,11,5,6,14248
261350,2613503,São José do Belmonte,156,2001,12,7,5,31721
261360,2613602,São José do Egito,157,2001,21,15,6,29534
261370,2613701,São Lourenço da Mata,158,2001,32,25,7,90893
261380,2613800,São Vicente Ferrer,159,2001,12,3,9,16229
261390,2613909,Serra Talhada,160,2001,48,32,16,70703
261400,2614006,Serrita,161,2001,16,12,4,17693
261410,2614105,Sertânia,162,2001,24,15,9,31657
261420,2614204,Sirinhaém,163,2001,28,15,12,32881
261440,2614402,Solidão,164,2001,2,1,1,5498
261450,2614501,Surubim,165,2001,21,16,5,50752
261460,2614600,Tabira,166,2001,21,11,10,24191
261470,2614709,Tacaimbó,167,2001,16,5,11,13087
261480,2614808,Tacaratu,168,2001,33,12,21,17059
261485,2614857,Tamandaré,169,2001,18,3,15,17338
261500,2615003,Taquaritinga do Norte,170,2001,18,9,9,20042
261510,2615102,Terezinha,171,2001,1,1,,6238
261520,2615201,Terra Nova,172,2001,7,6,1,7621
261530,2615300,Timbaúba,173,2001,28,15,13,56854
261540,2615409,Toritama,174,2001,18,13,5,22637
261550,2615508,Tracunhaém,175,2001,5,3,2,12435
261560,2615607,Trindade,176,2001,22,8,14,22300
261570,2615706,Triunfo,177,2001,2,2,,15076
261580,2615805,Tupanatinga,178,2001,25,9,15,20981
261590,2615904,Tuparetama,179,2001,5,4,1,7845
261600,2616001,Venturosa,180,2001,8,6,2,13631
261610,2616100,Verdejante,181,2001,8,4,4,8935
261618,2616183,Vertente do Lério,182,2001,1,1,,8536
261620,2616209,Vertentes,183,2001,9,2,7,15045
261630,2616308,Vicência,184,2001,15,7,8,28826
261640,2616407,Vitória de Santo Antão,185,2001,58,44,14,118897
261650,2616506,Xexéu,186,2001,24,6,18,13954
260005,2600054,Abreu e Lima,2,2002,24,15,9,91568
260010,2600104,Afogados da Ingazeira,3,2002,9,5,4,33618
260020,2600203,Afrânio,4,2002,9,4,5,15375
260030,2600302,Agrestina,5,2002,22,8,14,20464
260040,2600401,Água Preta,6,2002,21,7,14,29083
260050,2600500,Águas Belas,7,2002,15,9,6,36284
260060,2600609,Alagoinha,8,2002,4,2,2,12841
260070,2600708,Aliança,9,2002,23,4,19,37135
260080,2600807,Altinho,10,2002,14,8,6,21919
260090,2600906,Amaraji,11,2002,9,4,5,21584
260100,2601003,Angelim,12,2002,7,4,3,9161
260105,2601052,Araçoiaba,13,2002,12,6,5,15904
260110,2601102,Araripina,14,2002,50,22,28,73071
260120,2601201,Arcoverde,15,2002,42,30,12,62824
260130,2601300,Barra de Guabiraba,16,2002,10,6,4,11025
260140,2601409,Barreiros,17,2002,26,12,14,38839
260150,2601508,Belém de Maria,18,2002,6,3,3,10294
260160,2601607,Belém do São Francisco,19,2002,8,7,1,19620
260170,2601706,Belo Jardim,20,2002,39,23,15,70392
260180,2601805,Betânia,21,2002,6,3,3,11315
260190,2601904,Bezerros,22,2002,32,19,13,58470
260200,2602001,Bodocó,23,2002,40,21,19,32408
260210,2602100,Bom Conselho,24,2002,37,11,26,42277
260220,2602209,Bom Jardim,25,2002,7,4,3,37058
260230,2602308,Bonito,26,2002,27,9,18,38336
260240,2602407,Brejão,27,2002,6,4,2,8959
260250,2602506,Brejinho,28,2002,6,3,3,7247
260260,2602605,Brejo da Madre de Deus,29,2002,27,20,7,39561
260270,2602704,Buenos Aires,30,2002,1,1,,11911
260280,2602803,Buíque,31,2002,48,22,26,45441
260290,2602902,Cabo de Santo Agostinho,32,2002,53,39,14,158438
260300,2603009,Cabrobó,33,2002,13,8,5,27326
260310,2603108,Cachoeirinha,34,2002,5,2,3,17291
260320,2603207,Caetés,35,2002,13,9,4,24875
260330,2603306,Calçado,36,2002,7,5,2,12189
260340,2603405,Calumbi,37,2002,5,4,1,7123
260345,2603454,Camaragibe,38,2002,42,30,12,134867
260350,2603504,Camocim de São Félix,39,2002,17,8,9,15387
260360,2603603,Camutanga,40,2002,2,2,,7921
260370,2603702,Canhotinho,41,2002,10,4,6,24997
260380,2603801,Capoeiras,42,2002,10,2,8,19556
260390,2603900,Carnaíba,43,2002,10,6,4,17532
260392,2603926,Carnaubeira da Penha,44,2002,13,4,9,10239
260400,2604007,Carpina,45,2002,27,15,12,65668
260410,2604106,Caruaru,46,2002,101,67,34,262036
260415,2604155,Casinhas,47,2002,1,1,,13510
260420,2604205,Catende,48,2002,22,12,10,31206
260430,2604304,Cedro,49,2002,1,1,,9665
260440,2604403,Chã de Alegria,50,2002,4,2,2,11145
260450,2604502,Chã Grande,51,2002,1,1,,19019
260460,2604601,Condado,52,2002,17,7,10,22499
260470,2604700,Correntes,53,2002,10,4,6,17219
260480,2604809,Cortês,54,2002,9,4,5,12720
260490,2604908,Cumaru,55,2002,3,3,,29487
260500,2605004,Cupira,56,2002,17,10,7,22462
260510,2605103,Custódia,57,2002,29,11,18,30205
260515,2605152,Dormentes,58,2002,10,8,2,14714
260520,2605202,Escada,59,2002,36,14,21,57660
260530,2605301,Exu,60,2002,14,7,7,32522
260540,2605400,Feira Nova,61,2002,14,9,5,18929
260550,2605509,Ferreiros,63,2002,4,2,2,10682
260560,2605608,Flores,64,2002,17,11,6,20614
260570,2605707,Floresta,65,2002,17,11,5,25480
260580,2605806,Frei Miguelinho,66,2002,3,2,1,12742
260590,2605905,Gameleira,67,2002,21,16,5,24920
260600,2606002,Garanhuns,68,2002,93,61,32,120779
260610,2606101,Glória do Goitá,69,2002,14,11,3,27710
260620,2606200,Goiana,70,2002,29,22,7,72655
260630,2606309,Granito,71,2002,1,1,,6148
260640,2606408,Gravatá,72,2002,27,15,12,68493
260650,2606507,Iati,73,2002,4,2,2,17500
260660,2606606,Ibimirim,74,2002,27,13,14,23550
260670,2606705,Ibirajuba,75,2002,2,2,,7417
260680,2606804,Igarassu,76,2002,25,18,7,85174
260690,2606903,Iguaracy,77,2002,6,2,4,11534
260760,2607604,Ilha de Itamaracá,78,2002,3,1,2,16755
260700,2607000,Inajá,79,2002,16,2,14,13755
260710,2607109,Ingazeira,80,2002,1,0,1,4601
260720,2607208,Ipojuca,81,2002,34,25,9,62196
260730,2607307,Ipubi,82,2002,16,4,12,23424
260740,2607406,Itacuruba,83,2002,3,3,,3759
260750,2607505,Itaíba,84,2002,8,5,3,26725
260765,2607653,Itambé,85,2002,15,7,8,35137
260770,2607703,Itapetim,86,2002,10,7,3,14578
260775,2607752,Itapissuma,87,2002,5,2,3,20897
260780,2607802,Itaquitinga,88,2002,3,0,3,15144
260790,2607901,Jaboatão dos Guararapes,89,2002,214,135,79,601425
260795,2607950,Jaqueira,90,2002,12,3,9,11934
260800,2608008,Jataúba,91,2002,16,7,9,14697
260805,2608057,Jatobá,92,2002,18,5,13,13563
260810,2608107,João Alfredo,93,2002,18,9,9,26937
260820,2608206,Joaquim Nabuco,94,2002,22,10,12,15969
260825,2608255,Jucati,95,2002,11,6,5,10036
260830,2608305,Jupi,96,2002,12,7,5,12445
260840,2608404,Jurema,97,2002,14,4,10,13961
260850,2608453,Lagoa de Itaenga,98,2002,7,4,3,20942
260845,2608503,Lagoa do Carro,99,2002,4,3,1,13534
260860,2608602,Lagoa do Ouro,100,2002,8,7,1,10892
260870,2608701,Lagoa dos Gatos,101,2002,12,6,6,15963
260875,2608750,Lagoa Grande,102,2002,27,16,11,20060
260880,2608800,Lajedo,103,2002,26,8,18,32736
260890,2608909,Limoeiro,104,2002,27,19,7,56630
260900,2609006,Macaparana,105,2002,19,10,9,22841
260910,2609105,Machados,106,2002,6,1,5,9993
260915,2609154,Manari,107,2002,29,12,17,13208
260920,2609204,Maraial,108,2002,17,6,11,14619
260930,2609303,Mirandiba,109,2002,7,6,1,13171
261430,2614303,Moreilândia,110,2002,5,5,,10954
260940,2609402,Moreno,111,2002,19,12,7,51324
260950,2609501,Nazaré da Mata,112,2002,11,7,4,29823
260960,2609600,Olinda,113,2002,136,93,43,373478
260970,2609709,Orobó,114,2002,7,3,4,22813
260980,2609808,Orocó,115,2002,9,5,4,10845
260990,2609907,Ouricuri,116,2002,34,25,9,57522
261000,2610004,Palmares,117,2002,52,24,28,55381
261010,2610103,Palmeirina,118,2002,10,7,3,9795
261020,2610202,Panelas,119,2002,20,11,9,25570
261030,2610301,Paranatama,120,2002,4,2,2,10123
261040,2610400,Parnamirim,121,2002,15,9,6,19407
261050,2610509,Passira,122,2002,11,6,5,29132
261060,2610608,Paudalho,123,2002,16,8,8,46304
261070,2610707,Paulista,124,2002,71,54,17,272913
261080,2610806,Pedra,125,2002,12,6,5,20377
261090,2610905,Pesqueira,126,2002,46,22,23,57733
261100,2611002,Petrolândia,127,2002,18,7,11,28485
261110,2611101,Petrolina,128,2002,159,110,49,230342
261120,2611200,Poção,129,2002,14,9,5,11513
261130,2611309,Pombos,130,2002,4,3,1,23792
261140,2611408,Primavera,131,2002,1,0,1,11605
261150,2611507,Quipapá,132,2002,24,11,13,22359
261153,2611533,Quixaba,133,2002,3,2,1,6731
261160,2611606,Recife,134,2002,449,317,132,1449136
261170,2611705,Riacho das Almas,135,2002,10,7,3,18188
261180,2611804,Ribeirão,136,2002,29,10,19,41538
261190,2611903,Rio Formoso,137,2002,19,7,12,21129
261200,2612000,Sairé,138,2002,6,5,1,14185
261210,2612109,Salgadinho,139,2002,-,0,,7395
261220,2612208,Salgueiro,140,2002,33,25,8,52488
261230,2612307,Saloá,141,2002,12,5,7,15046
261240,2612406,Sanharó,142,2002,10,5,5,16058
261245,2612455,Santa Cruz,143,2002,12,9,3,11449
261247,2612471,Santa Cruz da Baixa Verde,144,2002,5,4,1,10646
261250,2612505,Santa Cruz do Capibaribe,145,2002,33,19,13,63408
261255,2612554,Santa Filomena,146,2002,2,1,1,12531
261260,2612604,Santa Maria da Boa Vista,147,2002,15,12,3,38944
261270,2612703,Santa Maria do Cambucá,148,2002,10,5,5,11811
261280,2612802,Santa Terezinha,149,2002,7,3,4,10355
261290,2612901,São Benedito do Sul,150,2002,11,2,9,10601
261300,2613008,São Bento do Una,151,2002,47,22,25,46019
261310,2613107,São Caitano,152,2002,18,5,13,34229
261320,2613206,São João,153,2002,17,4,13,19917
261330,2613305,São Joaquim do Monte,154,2002,16,7,9,20380
261340,2613404,São José da Coroa Grande,155,2002,10,2,8,14484
261350,2613503,São José do Belmonte,156,2002,16,10,6,31785
261360,2613602,São José do Egito,157,2002,18,9,9,29632
261370,2613701,São Lourenço da Mata,158,2002,30,19,11,91355
261380,2613800,São Vicente Ferrer,159,2002,5,2,3,16391
261390,2613909,Serra Talhada,160,2002,46,26,19,70613
261400,2614006,Serrita,161,2002,9,6,3,17605
261410,2614105,Sertânia,162,2002,22,10,12,31695
261420,2614204,Sirinhaém,163,2002,18,5,10,33003
261440,2614402,Solidão,164,2002,7,5,2,5486
261450,2614501,Surubim,165,2002,18,11,6,51150
261460,2614600,Tabira,166,2002,22,10,12,24347
261470,2614709,Tacaimbó,167,2002,4,1,3,13193
261480,2614808,Tacaratu,168,2002,18,7,11,17048
261485,2614857,Tamandaré,169,2002,13,6,7,17800
261500,2615003,Taquaritinga do Norte,170,2002,8,6,2,20317
261510,2615102,Terezinha,171,2002,9,3,6,6200
261520,2615201,Terra Nova,172,2002,6,5,1,7694
261530,2615300,Timbaúba,173,2002,38,14,24,56828
261540,2615409,Toritama,174,2002,17,10,6,23251
261550,2615508,Tracunhaém,175,2002,3,2,1,12489
261560,2615607,Trindade,176,2002,29,13,16,22588
261570,2615706,Triunfo,177,2002,11,8,3,15040
261580,2615805,Tupanatinga,178,2002,26,12,14,21149
261590,2615904,Tuparetama,179,2002,6,2,4,7900
261600,2616001,Venturosa,180,2002,8,4,3,13752
261610,2616100,Verdejante,181,2002,9,8,1,8997
261618,2616183,Vertente do Lério,182,2002,1,1,,8535
261620,2616209,Vertentes,183,2002,13,7,6,15102
261630,2616308,Vicência,184,2002,11,6,5,28990
261640,2616407,Vitória de Santo Antão,185,2002,70,49,21,119873
261650,2616506,Xexéu,186,2002,13,9,4,14212
260005,2600054,Abreu e Lima,2,2003,22,19,3,92738
260010,2600104,Afogados da Ingazeira,3,2003,7,3,4,33942
260020,2600203,Afrânio,4,2003,14,7,7,15536
260030,2600302,Agrestina,5,2003,17,3,14,20663
260040,2600401,Água Preta,6,2003,19,8,11,29332
260050,2600500,Águas Belas,7,2003,25,6,19,36113
260060,2600609,Alagoinha,8,2003,4,4,,12984
260070,2600708,Aliança,9,2003,17,10,7,37105
260080,2600807,Altinho,10,2003,9,3,6,21816
260090,2600906,Amaraji,11,2003,9,7,1,21714
260100,2601003,Angelim,12,2003,6,4,2,9187
260105,2601052,Araçoiaba,13,2003,12,6,5,16272
260110,2601102,Araripina,14,2003,74,41,33,74073
260120,2601201,Arcoverde,15,2003,55,29,26,63394
260130,2601300,Barra de Guabiraba,16,2003,8,3,5,11069
260140,2601409,Barreiros,17,2003,28,14,14,38700
260150,2601508,Belém de Maria,18,2003,10,5,5,10139
260160,2601607,Belém do São Francisco,19,2003,11,5,6,19347
260170,2601706,Belo Jardim,20,2003,50,24,26,71175
260180,2601805,Betânia,21,2003,5,3,2,11331
260190,2601904,Bezerros,22,2003,29,17,12,58984
260200,2602001,Bodocó,23,2003,26,11,15,32727
260210,2602100,Bom Conselho,24,2003,43,15,28,42366
260220,2602209,Bom Jardim,25,2003,22,10,11,37076
260230,2602308,Bonito,26,2003,22,8,13,38608
260240,2602407,Brejão,27,2003,8,1,7,8979
260250,2602506,Brejinho,28,2003,1,1,,7237
260260,2602605,Brejo da Madre de Deus,29,2003,26,15,11,40234
260270,2602704,Buenos Aires,30,2003,5,3,2,11865
260280,2602803,Buíque,31,2003,66,27,39,46031
260290,2602902,Cabo de Santo Agostinho,32,2003,55,38,17,160969
260300,2603009,Cabrobó,33,2003,16,10,6,27597
260310,2603108,Cachoeirinha,34,2003,12,8,4,17408
260320,2603207,Caetés,35,2003,21,10,11,25219
260330,2603306,Calçado,36,2003,4,3,1,12413
260340,2603405,Calumbi,37,2003,6,2,4,7141
260345,2603454,Camaragibe,38,2003,29,22,7,137727
260350,2603504,Camocim de São Félix,39,2003,7,3,4,15515
260360,2603603,Camutanga,40,2003,2,1,1,7956
260370,2603702,Canhotinho,41,2003,21,6,15,25025
260380,2603801,Capoeiras,42,2003,9,3,6,19556
260390,2603900,Carnaíba,43,2003,14,7,7,17455
260392,2603926,Carnaubeira da Penha,44,2003,10,6,4,10165
260400,2604007,Carpina,45,2003,27,17,10,66529
260410,2604106,Caruaru,46,2003,117,84,33,265934
260415,2604155,Casinhas,47,2003,5,2,3,13586
260420,2604205,Catende,48,2003,28,8,20,31174
260430,2604304,Cedro,49,2003,4,3,1,9718
260440,2604403,Chã de Alegria,50,2003,5,1,4,11166
260450,2604502,Chã Grande,51,2003,4,1,3,19301
260460,2604601,Condado,52,2003,17,8,8,22828
260470,2604700,Correntes,53,2003,9,6,3,17297
260480,2604809,Cortês,54,2003,10,3,7,12737
260490,2604908,Cumaru,55,2003,9,5,4,30412
260500,2605004,Cupira,56,2003,11,2,9,22490
260510,2605103,Custódia,57,2003,22,7,15,30314
260515,2605152,Dormentes,58,2003,8,4,4,14855
260520,2605202,Escada,59,2003,24,10,14,57805
260530,2605301,Exu,60,2003,20,8,12,32570
260540,2605400,Feira Nova,61,2003,5,2,3,18955
260550,2605509,Ferreiros,63,2003,3,2,1,10668
260560,2605608,Flores,64,2003,11,4,7,20519
260570,2605707,Floresta,65,2003,15,7,8,25832
260580,2605806,Frei Miguelinho,66,2003,3,3,,12632
260590,2605905,Gameleira,67,2003,18,6,12,25344
260600,2606002,Garanhuns,68,2003,70,39,31,122188
260610,2606101,Glória do Goitá,69,2003,17,10,7,27784
260620,2606200,Goiana,70,2003,36,20,15,73339
260630,2606309,Granito,71,2003,1,0,1,6159
260640,2606408,Gravatá,72,2003,21,9,11,69056
260650,2606507,Iati,73,2003,22,6,16,17414
260660,2606606,Ibimirim,74,2003,20,5,15,23182
260670,2606705,Ibirajuba,75,2003,4,3,1,7399
260680,2606804,Igarassu,76,2003,11,9,1,86520
260690,2606903,Iguaracy,77,2003,4,4,,11566
260760,2607604,Ilha de Itamaracá,78,2003,6,4,2,17169
260700,2607000,Inajá,79,2003,27,7,20,13973
260710,2607109,Ingazeira,80,2003,1,1,,4611
260720,2607208,Ipojuca,81,2003,24,14,10,63548
260730,2607307,Ipubi,82,2003,26,9,17,23597
260740,2607406,Itacuruba,83,2003,1,1,,3801
260750,2607505,Itaíba,84,2003,14,10,4,26690
260765,2607653,Itambé,85,2003,15,6,8,35207
260770,2607703,Itapetim,86,2003,3,0,3,14490
260775,2607752,Itapissuma,87,2003,14,8,6,21258
260780,2607802,Itaquitinga,88,2003,8,1,7,15231
260790,2607901,Jaboatão dos Guararapes,89,2003,209,141,68,610645
260795,2607950,Jaqueira,90,2003,11,4,7,12063
260800,2608008,Jataúba,91,2003,12,6,6,14713
260805,2608057,Jatobá,92,2003,4,2,2,13754
260810,2608107,João Alfredo,93,2003,18,6,11,26899
260820,2608206,Joaquim Nabuco,94,2003,9,6,3,16000
260825,2608255,Jucati,95,2003,9,7,2,10195
260830,2608305,Jupi,96,2003,12,7,5,12495
260840,2608404,Jurema,97,2003,12,5,7,14062
260850,2608453,Lagoa de Itaenga,98,2003,10,5,5,21300
260845,2608503,Lagoa do Carro,99,2003,4,2,2,13728
260860,2608602,Lagoa do Ouro,100,2003,5,5,,10855
260870,2608701,Lagoa dos Gatos,101,2003,12,2,10,15896
260875,2608750,Lagoa Grande,102,2003,24,10,14,20486
260880,2608800,Lajedo,103,2003,13,8,4,32978
260890,2608909,Limoeiro,104,2003,16,12,4,56771
260900,2609006,Macaparana,105,2003,20,11,9,23002
260910,2609105,Machados,106,2003,11,2,9,10073
260915,2609154,Manari,107,2003,25,8,17,13292
260920,2609204,Maraial,108,2003,11,7,4,14897
260930,2609303,Mirandiba,109,2003,11,8,3,13201
261430,2614303,Moreilândia,110,2003,4,2,2,10879
260940,2609402,Moreno,111,2003,18,12,6,52309
260950,2609501,Nazaré da Mata,112,2003,7,3,4,30090
260960,2609600,Olinda,113,2003,126,95,31,376066
260970,2609709,Orobó,114,2003,4,3,,22967
260980,2609808,Orocó,115,2003,9,5,4,10859
260990,2609907,Ouricuri,116,2003,51,34,17,57885
261000,2610004,Palmares,117,2003,36,17,19,55193
261010,2610103,Palmeirina,118,2003,11,2,9,9915
261020,2610202,Panelas,119,2003,21,9,12,25420
261030,2610301,Paranatama,120,2003,16,10,6,10016
261040,2610400,Parnamirim,121,2003,7,5,2,19455
261050,2610509,Passira,122,2003,9,7,2,29132
261060,2610608,Paudalho,123,2003,28,17,10,46842
261070,2610707,Paulista,124,2003,66,45,21,277872
261080,2610806,Pedra,125,2003,17,8,9,20437
261090,2610905,Pesqueira,126,2003,56,31,25,57760
261100,2611002,Petrolândia,127,2003,18,6,12,29029
261110,2611101,Petrolina,128,2003,157,112,45,235821
261120,2611200,Poção,129,2003,19,6,13,11669
261130,2611309,Pombos,130,2003,7,2,5,23999
261140,2611408,Primavera,131,2003,8,4,4,11668
261150,2611507,Quipapá,132,2003,20,7,13,22459
261153,2611533,Quixaba,133,2003,1,1,,6672
261160,2611606,Recife,134,2003,383,264,119,1461318
261170,2611705,Riacho das Almas,135,2003,4,4,,18198
261180,2611804,Ribeirão,136,2003,40,18,22,41581
261190,2611903,Rio Formoso,137,2003,22,12,10,21299
261200,2612000,Sairé,138,2003,7,6,1,14429
261210,2612109,Salgadinho,139,2003,2,0,2,7517
261220,2612208,Salgueiro,140,2003,36,27,9,52917
261230,2612307,Saloá,141,2003,17,9,8,15054
261240,2612406,Sanharó,142,2003,10,7,3,16142
261245,2612455,Santa Cruz,143,2003,18,12,6,11537
261247,2612471,Santa Cruz da Baixa Verde,144,2003,7,6,1,10529
261250,2612505,Santa Cruz do Capibaribe,145,2003,35,28,7,65429
261255,2612554,Santa Filomena,146,2003,8,8,,12722
261260,2612604,Santa Maria da Boa Vista,147,2003,30,23,7,39889
261270,2612703,Santa Maria do Cambucá,148,2003,7,1,6,11835
261280,2612802,Santa Terezinha,149,2003,7,4,3,10404
261290,2612901,São Benedito do Sul,150,2003,6,2,4,10662
261300,2613008,São Bento do Una,151,2003,40,22,18,46321
261310,2613107,São Caitano,152,2003,34,16,17,34602
261320,2613206,São João,153,2003,11,6,5,19999
261330,2613305,São Joaquim do Monte,154,2003,19,14,5,20628
261340,2613404,São José da Coroa Grande,155,2003,14,11,3,14720
261350,2613503,São José do Belmonte,156,2003,17,12,5,31851
261360,2613602,São José do Egito,157,2003,20,12,7,29713
261370,2613701,São Lourenço da Mata,158,2003,25,16,9,91800
261380,2613800,São Vicente Ferrer,159,2003,7,2,5,16566
261390,2613909,Serra Talhada,160,2003,43,29,14,70474
261400,2614006,Serrita,161,2003,7,4,3,17489
261410,2614105,Sertânia,162,2003,16,11,5,31704
261420,2614204,Sirinhaém,163,2003,20,9,10,32976
261440,2614402,Solidão,164,2003,3,1,2,5454
261450,2614501,Surubim,165,2003,20,7,12,51529
261460,2614600,Tabira,166,2003,20,8,12,24474
261470,2614709,Tacaimbó,167,2003,8,6,2,13315
261480,2614808,Tacaratu,168,2003,11,7,4,17016
261485,2614857,Tamandaré,169,2003,16,9,7,18042
261500,2615003,Taquaritinga do Norte,170,2003,9,5,4,20579
261510,2615102,Terezinha,171,2003,1,0,1,6151
261520,2615201,Terra Nova,172,2003,4,2,2,7777
261530,2615300,Timbaúba,173,2003,37,18,18,56801
261540,2615409,Toritama,174,2003,12,6,6,23925
261550,2615508,Tracunhaém,175,2003,7,6,1,12537
261560,2615607,Trindade,176,2003,26,12,13,22894
261570,2615706,Triunfo,177,2003,10,6,4,14994
261580,2615805,Tupanatinga,178,2003,22,8,13,21308
261590,2615904,Tuparetama,179,2003,7,4,3,7971
261600,2616001,Venturosa,180,2003,12,6,6,13890
261610,2616100,Verdejante,181,2003,3,2,1,9067
261618,2616183,Vertente do Lério,182,2003,1,1,,8531
261620,2616209,Vertentes,183,2003,7,3,4,15172
261630,2616308,Vicência,184,2003,12,4,8,29066
261640,2616407,Vitória de Santo Antão,185,2003,41,27,14,120921
261650,2616506,Xexéu,186,2003,18,8,10,14494
260005,2600054,Abreu e Lima,2,2004,19,13,6,93907
260010,2600104,Afogados da Ingazeira,3,2004,10,7,3,34264
260020,2600203,Afrânio,4,2004,13,7,6,15707
260030,2600302,Agrestina,5,2004,14,8,6,20862
260040,2600401,Água Preta,6,2004,11,6,5,29586
260050,2600500,Águas Belas,7,2004,19,11,8,35950
260060,2600609,Alagoinha,8,2004,10,6,4,13129
260070,2600708,Aliança,9,2004,29,13,16,37082
260080,2600807,Altinho,10,2004,9,3,6,21719
260090,2600906,Amaraji,11,2004,5,3,2,21841
260100,2601003,Angelim,12,2004,2,1,1,9222
260105,2601052,Araçoiaba,13,2004,10,6,2,16642
260110,2601102,Araripina,14,2004,62,38,24,75080
260120,2601201,Arcoverde,15,2004,41,20,21,63962
260130,2601300,Barra de Guabiraba,16,2004,7,2,5,11109
260140,2601409,Barreiros,17,2004,13,10,3,38557
260150,2601508,Belém de Maria,18,2004,4,3,1,9985
260160,2601607,Belém do São Francisco,19,2004,12,8,4,19075
260170,2601706,Belo Jardim,20,2004,37,14,23,71960
260180,2601805,Betânia,21,2004,6,3,3,11342
260190,2601904,Bezerros,22,2004,21,9,12,59494
260200,2602001,Bodocó,23,2004,25,16,9,33039
260210,2602100,Bom Conselho,24,2004,29,11,18,42451
260220,2602209,Bom Jardim,25,2004,14,10,4,37100
260230,2602308,Bonito,26,2004,20,11,9,38876
260240,2602407,Brejão,27,2004,2,1,1,9002
260250,2602506,Brejinho,28,2004,4,2,2,7231
260260,2602605,Brejo da Madre de Deus,29,2004,29,11,18,40908
260270,2602704,Buenos Aires,30,2004,5,2,3,11824
260280,2602803,Buíque,31,2004,36,21,15,46621
260290,2602902,Cabo de Santo Agostinho,32,2004,42,27,15,163493
260300,2603009,Cabrobó,33,2004,18,15,3,27868
260310,2603108,Cachoeirinha,34,2004,11,6,5,17522
260320,2603207,Caetés,35,2004,22,7,15,25560
260330,2603306,Calçado,36,2004,6,3,3,12637
260340,2603405,Calumbi,37,2004,7,3,4,7159
260345,2603454,Camaragibe,38,2004,24,17,7,140577
260350,2603504,Camocim de São Félix,39,2004,7,4,3,15639
260360,2603603,Camutanga,40,2004,7,7,,7985
260370,2603702,Canhotinho,41,2004,19,8,11,25058
260380,2603801,Capoeiras,42,2004,13,10,3,19552
260390,2603900,Carnaíba,43,2004,11,5,6,17376
260392,2603926,Carnaubeira da Penha,44,2004,6,6,,10088
260400,2604007,Carpina,45,2004,18,11,7,67390
260410,2604106,Caruaru,46,2004,107,69,38,269826
260415,2604155,Casinhas,47,2004,4,1,3,13662
260420,2604205,Catende,48,2004,19,11,8,31154
260430,2604304,Cedro,49,2004,4,4,,9775
260440,2604403,Chã de Alegria,50,2004,4,3,1,11183
260450,2604502,Chã Grande,51,2004,2,1,1,19585
260460,2604601,Condado,52,2004,8,5,3,23157
260470,2604700,Correntes,53,2004,9,6,2,17378
260480,2604809,Cortês,54,2004,8,5,3,12762
260490,2604908,Cumaru,55,2004,3,0,3,31334
260500,2605004,Cupira,56,2004,9,3,6,22527
260510,2605103,Custódia,57,2004,13,9,4,30424
260515,2605152,Dormentes,58,2004,8,5,3,14994
260520,2605202,Escada,59,2004,18,8,10,57952
260530,2605301,Exu,60,2004,15,7,8,32616
260540,2605400,Feira Nova,61,2004,6,2,4,18991
260550,2605509,Ferreiros,63,2004,3,1,2,10641
260560,2605608,Flores,64,2004,6,5,1,20426
260570,2605707,Floresta,65,2004,13,6,7,26177
260580,2605806,Frei Miguelinho,66,2004,5,0,5,12525
260590,2605905,Gameleira,67,2004,10,4,6,25772
260600,2606002,Garanhuns,68,2004,55,37,18,123591
260610,2606101,Glória do Goitá,69,2004,7,5,2,27858
260620,2606200,Goiana,70,2004,22,10,12,74027
260630,2606309,Granito,71,2004,2,2,,6177
260640,2606408,Gravatá,72,2004,29,22,7,69619
260650,2606507,Iati,73,2004,19,10,9,17326
260660,2606606,Ibimirim,74,2004,17,10,7,22812
260670,2606705,Ibirajuba,75,2004,4,1,3,7393
260680,2606804,Igarassu,76,2004,24,18,6,87861
260690,2606903,Iguaracy,77,2004,,0,,11584
260760,2607604,Ilha de Itamaracá,78,2004,7,6,1,17581
260700,2607000,Inajá,79,2004,10,1,8,14189
260710,2607109,Ingazeira,80,2004,,0,,4620
